"","seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"3925","chr3L",21046530,21047020,491,"*","suvar1_peak_5436",89,".",2.43626,10.7222,8.91325,94,"3L",21046568,21046982,"suvar2_peak_5625",73,".",2.32001,9.14334,7.34255,261,414,"Intron (FBtr0078289/FBgn0026179, intron 1 of 5)",3,21048226,21075444,27219,1,"FBgn0026179","FBtr0301602",-1206,"40327","siz","schizo"
"3926","chr3L",21049097,21050089,993,"*","suvar1_peak_5439",1618,".",7.95303,166.049,161.874,721,"3L",21049175,21050070,"suvar2_peak_5626",1637,".",8.24755,167.801,163.721,659,895,"Promoter",3,21048226,21075444,27219,1,"FBgn0026179","FBtr0301602",871,"40327","siz","schizo"
"3927","chr3L",21055017,21056311,1295,"*","suvar1_peak_5440",147,".",2.91722,16.7574,14.7277,1031,"3L",21054901,21055639,"suvar2_peak_5629",206,".",3.32009,22.9413,20.6836,423,623,"Intron (FBtr0078289/FBgn0026179, intron 1 of 5)",3,21058832,21075444,16613,1,"FBgn0026179","FBtr0078290",-2521,"40327","siz","schizo"
"3928","chr3L",21055017,21056311,1295,"*","suvar1_peak_5440",147,".",2.91722,16.7574,14.7277,1031,"3L",21055812,21056328,"suvar2_peak_5630",142,".",2.7573,16.307,14.227,163,499,"Intron (FBtr0078289/FBgn0026179, intron 1 of 5)",3,21058832,21075444,16613,1,"FBgn0026179","FBtr0078290",-2521,"40327","siz","schizo"
"3929","chr3L",21056621,21057221,601,"*","suvar1_peak_5441",71,".",2.12049,8.86696,7.13799,506,"3L",21056605,21057268,"suvar2_peak_5631",186,".",3.07378,20.8833,18.6744,178,601,"Intron (FBtr0078289/FBgn0026179, intron 1 of 5)",3,21058832,21075444,16613,1,"FBgn0026179","FBtr0078290",-1611,"40327","siz","schizo"
"3930","chr3L",21065374,21065890,517,"*","suvar1_peak_5445",882,".",6.81779,91.4365,88.2135,276,"3L",21065319,21066371,"suvar2_peak_5632",598,".",5.23688,62.7368,59.8522,361,517,"Promoter",3,21065852,21066238,387,1,"FBgn0262482","FBtr0304821",0,"12798436","CG43072","uncharacterized protein"
"3931","chr3L",21131502,21131905,404,"*","suvar1_peak_5446",85,".",2.2835,10.293,8.50124,175,"3L",21131549,21131838,"suvar2_peak_5634",50,".",1.92568,6.77125,5.098,93,289,"Promoter",3,21131719,21133310,1592,1,"FBgn0037050","FBtr0305500",0,"40331","ICA69","Islet cell autoantigen 69 kDa"
"3932","chr3L",21135977,21136259,283,"*","suvar1_peak_5447",118,".",2.47585,13.7839,11.8546,115,"3L",21135896,21136215,"suvar2_peak_5635",104,".",2.41068,12.4225,10.4769,172,239,"Promoter",3,21133250,21136052,2803,2,"FBgn0037051","FBtr0078323",0,"40332","CG10565","uncharacterized protein"
"3933","chr3L",21172987,21174515,1529,"*","suvar1_peak_5449",185,".",3.02399,20.691,18.5434,246,"3L",21173093,21174768,"suvar2_peak_5636",246,".",3.53875,26.9946,24.6458,198,1422,"Promoter",3,21173118,21174973,1856,1,"FBgn0270926","FBtr0089463",0,"2768965","AsnS","Asparagine synthetase"
"3934","chr3L",21175419,21176479,1061,"*","suvar1_peak_5450",265,".",3.47145,28.9472,26.5928,269,"3L",21175433,21176710,"suvar2_peak_5637",168,".",2.81548,19.0424,16.8816,199,1046,"Promoter",3,21175781,21183278,7498,1,"FBgn0021760","FBtr0089461",0,"43901","chb","chromosome bows"
"3935","chr3L",21185660,21186797,1138,"*","suvar1_peak_5452",149,".",3.09181,17.0057,14.9672,834,"3L",21185943,21186887,"suvar2_peak_5638",166,".",3.15935,18.7756,16.6207,382,854,"Exon (FBtr0305981/FBgn0259239, exon 3 of 5)",3,21183313,21193363,10051,2,"FBgn0259239","FBtr0305981",6566,"40335","CG42337","uncharacterized protein"
"3936","chr3L",21190413,21190693,281,"*","suvar1_peak_5453",25,".",1.72553,3.95037,2.50877,137,"3L",21190546,21190811,"suvar2_peak_5640",35,".",1.87126,5.07554,3.52099,27,147,"Intron (FBtr0305981/FBgn0259239, intron 1 of 4)",3,21183313,21193363,10051,2,"FBgn0259239","FBtr0305981",2670,"40335","CG42337","uncharacterized protein"
"3937","chr3L",21196242,21196925,684,"*","suvar1_peak_5457",30,".",1.69522,4.53807,3.05034,458,"3L",21196527,21196748,"suvar2_peak_5643",41,".",1.98029,5.74039,4.13725,108,221,"Promoter",3,21194754,21196769,2016,2,"FBgn0041100","FBtr0078319",0,"40336","park","parkin"
"3938","chr3L",21202064,21202942,879,"*","suvar1_peak_5458",545,".",4.64753,57.4168,54.5876,210,"3L",21202074,21202860,"suvar2_peak_5644",424,".",4.19725,45.1261,42.4687,184,786,"Promoter",3,21202920,21208092,5173,1,"FBgn0037057","FBtr0078297",0,"40339","CG10512","uncharacterized protein"
"3939","chr3L",21203134,21203455,322,"*","suvar1_peak_5459",94,".",2.39904,11.2894,9.45619,177,"3L",21203080,21203403,"suvar2_peak_5645",85,".",2.36146,10.3633,8.50399,175,270,"Promoter",3,21198261,21203232,4972,2,"FBgn0053056","FBtr0078311",0,"326246","CG33056","uncharacterized protein"
"3940","chr3L",21204816,21205590,775,"*","suvar1_peak_5460",90,".",2.57372,10.8187,9.00605,207,"3L",21204815,21205503,"suvar2_peak_5646",36,".",1.88608,5.25066,3.68401,124,688,"Promoter",3,21205274,21208092,2819,1,"FBgn0037057","FBtr0078298",0,"40339","CG10512","uncharacterized protein"
"3941","chr3L",21209894,21211167,1274,"*","suvar1_peak_5461",183,".",3.14699,20.4431,18.3032,403,"3L",21209836,21211229,"suvar2_peak_5649",116,".",2.74956,13.653,11.6594,350,1274,"Promoter",3,21208148,21210084,1937,2,"FBgn0037059","FBtr0078310",0,"40341","CG10510","uncharacterized protein"
"3942","chr3L",21211276,21212089,814,"*","suvar1_peak_5462",84,".",2.60704,10.2893,8.49765,568,"3L",21211436,21212036,"suvar2_peak_5650",48,".",1.98532,6.52235,4.86674,393,600,"Exon (FBtr0307386/FBgn0037060, exon 2 of 10)",3,21210215,21216051,5837,1,"FBgn0037060","FBtr0331854",1061,"40342","CG10508","uncharacterized protein"
"3943","chr3L",21216532,21217255,724,"*","suvar1_peak_5463",157,".",2.62463,17.8405,15.7766,439,"3L",21216564,21217268,"suvar2_peak_5652",123,".",2.50988,14.3387,12.3223,346,691,"Promoter",3,21216901,21217571,671,1,"FBgn0028427","FBtr0307160",0,"53573","Ilk","Integrin linked kinase"
"3944","chr3L",21262459,21262858,400,"*","suvar1_peak_5465",468,".",4.88392,49.5287,46.8102,180,"3L",21262394,21262843,"suvar2_peak_5655",364,".",4.64447,39.0103,36.4463,231,385,"Intron (FBtr0306158/FBgn0004865, intron 4 of 6)",3,21258020,21258758,739,1,"FBgn0262854","FBtr0306159",4439,"12798438","CG43218","uncharacterized protein"
"3945","chr3L",21267576,21268027,452,"*","suvar1_peak_5466",143,".",2.93632,16.3773,14.3592,188,"3L",21267696,21267968,"suvar2_peak_5656",48,".",1.98905,6.55005,4.88898,82,272,"Promoter",3,21266680,21267965,1286,2,"FBgn0037063","FBtr0078417",0,"40346","CG9391","uncharacterized protein"
"3946","chr3L",21274999,21275482,484,"*","suvar1_peak_5467",27,".",1.77455,4.21986,2.75703,400,"3L",21275000,21275263,"suvar2_peak_5660",42,".",1.91893,5.81439,4.20463,133,263,"Promoter",3,21271209,21276345,5137,2,"FBgn0012034","FBtr0078414",863,"40348","AcCoAS","Acetyl Coenzyme A synthase"
"3947","chr3L",21277770,21278703,934,"*","suvar1_peak_5469",58,".",2.16597,7.50101,5.8377,568,"3L",21277884,21278477,"suvar2_peak_5662",46,".",1.93665,6.24956,4.6111,403,593,"Intron (FBtr0078413/FBgn0012034, intron 1 of 5)",3,21271209,21279981,8773,2,"FBgn0012034","FBtr0333126",1278,"40348","AcCoAS","Acetyl Coenzyme A synthase"
"3948","chr3L",21278896,21280552,1657,"*","suvar1_peak_5470",269,".",3.4431,29.2868,26.9235,1061,"3L",21278860,21280107,"suvar2_peak_5663",29,".",1.65441,4.47638,2.97118,783,1212,"Promoter",3,21270722,21280243,9522,2,"FBgn0012034","FBtr0078413",0,"40348","AcCoAS","Acetyl Coenzyme A synthase"
"3949","chr3L",21280711,21280940,230,"*","suvar1_peak_5471",50,".",2.06437,6.62241,5.00539,57,"3L",21280612,21281035,"suvar2_peak_5664",48,".",1.98532,6.52235,4.86674,177,230,"Promoter",3,21270722,21280243,9522,2,"FBgn0012034","FBtr0078413",-468,"40348","AcCoAS","Acetyl Coenzyme A synthase"
"3950","chr3L",21285471,21286413,943,"*","suvar1_peak_5472",1305,".",8.28435,134.312,130.6,287,"3L",21285495,21286419,"suvar2_peak_5665",1093,".",7.25399,112.84,109.39,255,918,"Promoter",3,21282014,21285962,3949,2,"FBgn0037065","FBtr0078410",0,"40350","CG12974","uncharacterized protein"
"3951","chr3L",21317348,21319027,1680,"*","suvar1_peak_5474",1406,".",8.26615,144.495,140.651,745,"3L",21317717,21318321,"suvar2_peak_5666",994,".",5.98853,102.825,99.4762,377,604,"Promoter",3,21306138,21318020,11883,2,"FBgn0003042","FBtr0078405",0,"40358","Pc","Polycomb"
"3952","chr3L",21319222,21319949,728,"*","suvar1_peak_5475",276,".",3.85393,30.0241,27.646,551,"3L",21319334,21319971,"suvar2_peak_5668",168,".",3.01832,18.985,16.8254,471,615,"Promoter",3,21320007,21334190,14184,1,"FBgn0086913","FBtr0112678",-58,"40359","Rab26","Rab26"
"3953","chr3L",21320535,21320775,241,"*","suvar1_peak_5476",33,".",1.8874,4.9109,3.39793,212,"3L",21320252,21320696,"suvar2_peak_5669",42,".",2.00704,5.91499,4.29819,108,162,"Promoter",3,21320007,21334190,14184,1,"FBgn0086913","FBtr0112678",528,"40359","Rab26","Rab26"
"3954","chr3L",21335066,21335595,530,"*","suvar1_peak_5478",66,".",2.14096,8.35895,6.65448,149,"3L",21335107,21335460,"suvar2_peak_5671",61,".",2.07722,7.88235,6.14497,167,353,"Promoter",3,21335215,21338232,3018,1,"FBgn0037073","FBtr0078342",0,"40360","Tsr1","Tsr1 ribosome assembly factor"
"3955","chr3L",21342719,21343928,1210,"*","suvar1_peak_5479",251,".",3.45164,27.4726,25.1526,989,"3L",21342793,21343852,"suvar2_peak_5672",182,".",3.12086,20.4596,18.2616,858,1059,"Promoter",3,21337681,21343716,6036,2,"FBgn0037074","FBtr0331797",0,"40361","Tbc1d8-9","TBC1 domain family member 8/9"
"3956","chr3L",21348842,21349173,332,"*","suvar1_peak_5480",39,".",2.02579,5.4507,3.90091,191,"3L",21348866,21349169,"suvar2_peak_5673",25,".",1.82449,4.04538,2.57743,127,303,"Promoter",3,21344768,21349288,4521,2,"FBgn0037076","FBtr0305306",115,"40363","ebd2","earthbound 2"
"3957","chr3L",21359810,21360209,400,"*","suvar1_peak_5481",502,".",5.66904,53.0272,50.2572,178,"3L",21359820,21360263,"suvar2_peak_5675",390,".",4.63731,41.6663,39.0598,174,389,"Promoter",3,21360179,21361229,1051,1,"FBgn0052440","FBtr0078345",0,"318030","CG32440","uncharacterized protein"
"3958","chr3L",21382510,21382859,350,"*","suvar1_peak_5482",67,".",2.27452,8.45108,6.742,161,"3L",21382398,21382727,"suvar2_peak_5676",38,".",1.89995,5.42554,3.84294,131,218,"Promoter",3,21382501,21424416,41916,1,"FBgn0261258","FBtr0078346",9,"40368","rgn","regeneration"
"3959","chr3L",21432660,21434366,1707,"*","suvar1_peak_5484",263,".",3.22329,28.7117,26.3612,718,"3L",21432836,21434325,"suvar2_peak_5679",223,".",3.19405,24.6686,22.3716,521,1489,"Promoter",3,21433422,21437491,4070,1,"FBgn0005694","FBtr0078349",0,"40370","Aef1","Adult enhancer factor 1"
"3960","chr3L",21441121,21441368,248,"*","suvar1_peak_5485",15,".",1.49604,2.87384,1.53638,136,"3L",21441131,21441447,"suvar2_peak_5680",61,".",2.23563,7.91231,6.1726,194,237,"Promoter",3,21438628,21441363,2736,2,"FBgn0037082","FBtr0078397",0,"40371","CG5664","uncharacterized protein"
"3961","chr3L",21445715,21446438,724,"*","suvar1_peak_5486",100,".",2.30363,11.8843,10.0272,176,"3L",21445835,21446290,"suvar2_peak_5681",41,".",1.8505,5.71372,4.112,54,455,"Promoter",3,21445834,21448128,2295,1,"FBgn0267849","FBtr0078351",0,"36173","Syx7","Syntaxin 7"
"3962","chr3L",21483853,21484310,458,"*","suvar1_peak_5487",670,".",5.64811,69.9985,67.0106,250,"3L",21483906,21484406,"suvar2_peak_5682",693,".",6.3935,72.3042,69.3036,200,404,"Distal Intergenic",3,21484891,21490586,5696,2,"FBgn0037085","FBtr0332718",6276,"40375","Neu2","Neuroectoderm-expressed 2"
"3963","chr3L",21497175,21497674,500,"*","suvar1_peak_5488",217,".",2.89924,23.9584,21.7227,271,"3L",21497242,21497616,"suvar2_peak_5683",259,".",3.51187,28.3465,25.9706,204,374,"Promoter",3,21494019,21497183,3165,2,"FBgn0015239","FBtr0303653",0,"40378","Hr78","Hormone-receptor-like in 78"
"3964","chr3L",21507267,21508583,1317,"*","suvar1_peak_5489",137,".",2.50328,15.7327,13.7364,274,"3L",21507150,21507774,"suvar2_peak_5685",129,".",2.71966,15.0324,12.9917,330,508,"Promoter",3,21507852,21512749,4898,1,"FBgn0037092","FBtr0332712",0,"40383","M6","M6"
"3965","chr3L",21515448,21517516,2069,"*","suvar1_peak_5490",635,".",5.49121,66.5234,63.5755,1739,"3L",21515980,21516739,"suvar2_peak_5689",221,".",3.1228,24.4788,22.1842,301,759,"Promoter",3,21512141,21515887,3747,2,"FBgn0026371","FBtr0078387",0,"40384","SAK","Sak kinase"
"3966","chr3L",21515448,21517516,2069,"*","suvar1_peak_5490",635,".",5.49121,66.5234,63.5755,1739,"3L",21516804,21517914,"suvar2_peak_5690",405,".",4.07565,43.197,40.5687,403,712,"Promoter",3,21512141,21515887,3747,2,"FBgn0026371","FBtr0078387",0,"40384","SAK","Sak kinase"
"3967","chr3L",21523059,21524259,1201,"*","suvar1_peak_5491",191,".",2.96963,21.3,19.1357,209,"3L",21523126,21523781,"suvar2_peak_5691",103,".",2.44126,12.3191,10.3771,257,655,"Promoter",3,21523186,21528163,4978,1,"FBgn0037094","FBtr0078359",0,"40386","CG7611","uncharacterized protein"
"3968","chr3L",21533286,21533903,618,"*","suvar1_peak_5493",206,".",3.11235,22.8657,20.659,242,"3L",21533321,21533831,"suvar2_peak_5692",119,".",2.57049,13.908,11.9067,310,510,"Promoter",3,21529959,21533713,3755,2,"FBgn0029152","FBtr0078383",0,"44131","Mkrn1","Makorin 1"
"3969","chr3L",21536836,21537594,759,"*","suvar1_peak_5494",349,".",3.28936,37.4525,34.9281,200,"3L",21536847,21537714,"suvar2_peak_5693",523,".",4.83199,55.1866,52.3942,192,747,"Promoter",3,21537000,21538582,1583,1,"FBgn0015283","FBtr0078368",0,"40388","Rpn10","Regulatory particle non-ATPase 10"
"3970","chr3L",21539379,21540287,909,"*","suvar1_peak_5495",197,".",2.98916,21.9045,19.7234,529,"3L",21539349,21540206,"suvar2_peak_5694",117,".",2.37798,13.7293,11.7336,142,828,"Promoter",3,21539862,21540698,837,1,"FBgn0028663","FBtr0078369",0,"40389","VhaM9.7-b","Vacuolar H[+] ATPase M9.7 subunit b"
"3971","chr3L",21554765,21555056,292,"*","suvar1_peak_5496",60,".",2.07635,7.67537,6.00249,193,"3L",21554198,21555135,"suvar2_peak_5695",54,".",2.03357,7.1702,5.4735,604,292,"Promoter",3,21543850,21554928,11079,2,"FBgn0037098","FBtr0346818",0,"40391","Wnk","Wnk kinase"
"3972","chr3L",21568870,21569538,669,"*","suvar1_peak_5497",184,".",2.88916,20.5487,18.4047,111,"3L",21568465,21569527,"suvar2_peak_5697",142,".",2.7573,16.307,14.227,538,658,"Promoter",3,21568059,21568898,840,2,"FBgn0037102","FBtr0078377",0,"40395","CRIF","CR6-interacting factor"
"3973","chr3L",21574312,21574977,666,"*","suvar1_peak_5498",189,".",3.07407,21.1218,18.962,245,"3L",21574378,21574996,"suvar2_peak_5698",101,".",2.5294,12.1026,10.1688,316,599,"Promoter",3,21574557,21575874,1318,1,"FBgn0052441","FBtr0300057",0,"40396","EMC10","ER membrane protein complex subunit 10"
"3974","chr3L",21604228,21604765,538,"*","suvar1_peak_5499",1642,".",9.03283,168.439,164.221,262,"3L",21604228,21604750,"suvar2_peak_5699",1682,".",9.3209,172.427,168.282,260,522,"Intron (FBtr0333465/FBgn0261953, intron 1 of 7)",3,21608123,21613349,5227,1,"FBgn0261953","FBtr0078419",-3358,"40398","TfAP-2","Transcription factor AP-2"
"3975","chr3L",21626176,21626610,435,"*","suvar1_peak_5502",197,".",2.98916,21.9045,19.7234,156,"3L",21626258,21626545,"suvar2_peak_5700",52,".",1.87241,6.92341,5.24188,100,287,"Promoter",3,21626266,21628316,2051,1,"FBgn0037108","FBtr0078422",0,"40402","Alg11","ALG11, alpha-1,2-mannosyltransferase"
"3976","chr3L",21634175,21634533,359,"*","suvar1_peak_5503",83,".",2.20479,10.1557,8.37044,149,"3L",21634174,21634553,"suvar2_peak_5701",62,".",2.05086,8.03205,6.28688,230,359,"Promoter",3,21628325,21634446,6122,2,"FBgn0037109","FBtr0078464",0,"40403","MED1","Mediator complex subunit 1"
"3977","chr3L",21640523,21641458,936,"*","suvar1_peak_5505",1088,".",6.55807,112.315,108.862,356,"3L",21640436,21641421,"suvar2_peak_5706",1339,".",7.99227,137.635,133.931,469,899,"Promoter",3,21640995,21642599,1605,1,"FBgn0052446","FBtr0078426",0,"326216","Atox1","Antioxidant 1 copper chaperone"
"3978","chr3L",21652759,21653268,510,"*","suvar1_peak_5506",1767,".",9.79404,181.243,176.734,225,"3L",21652778,21653227,"suvar2_peak_5708",1732,".",9.3696,177.453,173.238,210,449,"Intron (FBtr0333973/FBgn0264711, intron 2 of 7)",3,21658222,21666306,8085,1,"FBgn0264711","FBtr0333974",-4954,"2768995","CG43980","uncharacterized protein"
"3979","chr3L",21679562,21680313,752,"*","suvar1_peak_5507",58,".",1.94856,7.46464,5.80231,213,"3L",21679737,21679976,"suvar2_peak_5709",63,".",2.1194,8.10497,6.35702,131,239,"Promoter",3,21674394,21679755,5362,2,"FBgn0037116","FBtr0078462",0,"40410","Als2","Amyotrophic lateral sclerosis 2"
"3980","chr3L",21728060,21729180,1121,"*","suvar1_peak_5508",460,".",4.29216,48.7928,46.0859,761,"3L",21728147,21729253,"suvar2_peak_5711",380,".",4.25482,40.6287,38.0392,663,1033,"Promoter",3,21724326,21728673,4348,2,"FBgn0037120","FBtr0078458",0,"40414","CG11247","uncharacterized protein"
"3981","chr3L",21769344,21770605,1262,"*","suvar1_peak_5509",105,".",2.16711,12.4379,10.5593,1100,"3L",21769290,21770584,"suvar2_peak_5713",70,".",2.21054,8.82771,7.04091,1175,1241,"Promoter",3,21745359,21770534,25176,2,"FBgn0037130","FBtr0078450",0,"40424","Syn1","Syntrophin-like 1"
"3982","chr3L",21773816,21774245,430,"*","suvar1_peak_5510",753,".",7.02817,78.4526,75.3693,222,"3L",21773713,21774241,"suvar2_peak_5714",628,".",6.07745,65.7919,62.8723,338,426,"Distal Intergenic",3,21776700,21777160,461,2,"FBgn0267620","FBtr0347071",2915,"26067285","lncRNA:CR45958","long non-coding RNA:CR45958"
"3983","chr3L",21823227,21823688,462,"*","suvar1_peak_5511",125,".",2.72472,14.5529,12.597,297,"3L",21823359,21823758,"suvar2_peak_5717",61,".",2.07288,7.84693,6.1122,160,329,"Promoter",3,21823461,21824571,1111,1,"FBgn0037134","FBtr0078440",0,"40430","CG7407","uncharacterized protein"
"3984","chr3L",21827504,21828319,816,"*","suvar1_peak_5513",99,".",2.61999,11.8523,9.9966,685,"3L",21827012,21828382,"suvar2_peak_5719",122,".",2.82946,14.2805,12.2655,1160,816,"Promoter",3,21827774,21828195,422,2,"FBgn0052448","FBtr0290247",0,"318032","CG32448","uncharacterized protein"
"3985","chr3L",21828706,21829429,724,"*","suvar1_peak_5514",66,".",2.21569,8.40438,6.69673,64,"3L",21828629,21830173,"suvar2_peak_5720",227,".",3.71718,25.0266,22.7207,335,724,"Promoter",3,21827774,21828480,707,2,"FBgn0052448","FBtr0303248",-226,"318032","CG32448","uncharacterized protein"
"3986","chr3L",21832607,21833145,539,"*","suvar1_peak_5517",176,".",3.30936,19.7754,17.655,177,"3L",21832632,21833144,"suvar2_peak_5722",103,".",2.41346,12.2726,10.3321,159,512,"Promoter",3,21832774,21836685,3912,1,"FBgn0037137","FBtr0089579",0,"40433","Nopp140","Nopp140"
"3987","chr3L",21839471,21841686,2216,"*","suvar1_peak_5518",255,".",3.38299,27.8942,25.5645,1815,"3L",21841016,21841716,"suvar2_peak_5727",166,".",2.74855,18.8012,16.6455,264,670,"Promoter",3,21836665,21840127,3463,2,"FBgn0037138","FBtr0078446",0,"40434","P5CDh1","delta-1-Pyrroline-5-carboxylate dehydrogenase 1"
"3988","chr3L",21839471,21841686,2216,"*","suvar1_peak_5518",255,".",3.38299,27.8942,25.5645,1815,"3L",21839675,21840798,"suvar2_peak_5726",31,".",1.67195,4.71382,3.18784,920,1123,"Promoter",3,21836665,21840127,3463,2,"FBgn0037138","FBtr0078446",0,"40434","P5CDh1","delta-1-Pyrroline-5-carboxylate dehydrogenase 1"
"3989","chr3L",21841832,21842239,408,"*","suvar1_peak_5519",65,".",2.24854,8.26693,6.56588,172,"3L",21841869,21842165,"suvar2_peak_5728",59,".",2.18061,7.63891,5.91712,106,296,"Promoter",3,21841808,21842386,579,2,"FBgn0037139","FBtr0078444",147,"40435","CG14563","uncharacterized protein"
"3990","chr3L",21842671,21843037,367,"*","suvar1_peak_5520",41,".",1.97832,5.76074,4.19378,103,"3L",21842836,21843151,"suvar2_peak_5729",54,".",2.09008,7.183,5.48535,181,201,"Promoter",3,21841808,21842386,579,2,"FBgn0037139","FBtr0078444",-285,"40435","CG14563","uncharacterized protein"
"3991","chr3L",21847704,21848069,366,"*","suvar1_peak_5525",77,".",2.46527,9.54978,7.78936,193,"3L",21847636,21848019,"suvar2_peak_5730",87,".",2.46193,10.5745,8.7047,260,316,"Intron (FBtr0304980/FBgn0262737, intron 1 of 9)",3,21844788,21932702,87915,1,"FBgn0262737","FBtr0333222",2916,"40436","mub","mushroom-body expressed"
"3992","chr3L",21879587,21879930,344,"*","suvar1_peak_5526",160,".",2.58519,18.1032,16.0316,113,"3L",21879519,21879928,"suvar2_peak_5733",82,".",2.19691,10.0893,8.24076,199,342,"Promoter",3,21879577,21932702,53126,1,"FBgn0262737","FBtr0346820",10,"40436","mub","mushroom-body expressed"
"3993","chr3L",21883710,21884156,447,"*","suvar1_peak_5528",101,".",2.57598,12.0416,10.1776,223,"3L",21883565,21885044,"suvar2_peak_5735",59,".",2.00913,7.70831,5.9811,509,447,"Intron (FBtr0304980/FBgn0262737, intron 2 of 9)",3,21884511,21887039,2529,2,"FBgn0264470","FBtr0332737",2883,"14462911","lncRNA:CR43878","long non-coding RNA:CR43878"
"3994","chr3L",21884322,21884986,665,"*","suvar1_peak_5529",38,".",1.93468,5.34838,3.80509,390,"3L",21883565,21885044,"suvar2_peak_5735",59,".",2.00913,7.70831,5.9811,509,665,"Exon (FBtr0332737/FBgn0264470, exon 2 of 2)",3,21884511,21887039,2529,2,"FBgn0264470","FBtr0332737",2053,"14462911","lncRNA:CR43878","long non-coding RNA:CR43878"
"3995","chr3L",21885803,21886052,250,"*","suvar1_peak_5530",29,".",1.87574,4.44343,2.96586,78,"3L",21885864,21886300,"suvar2_peak_5736",46,".",2.05266,6.25093,4.61245,231,188,"Promoter",3,21884511,21887039,2529,2,"FBgn0264470","FBtr0332737",987,"14462911","lncRNA:CR43878","long non-coding RNA:CR43878"
"3996","chr3L",21890063,21890356,294,"*","suvar1_peak_5532",45,".",2.02933,6.09081,4.50337,164,"3L",21890060,21890329,"suvar2_peak_5738",32,".",1.84464,4.78256,3.2512,161,267,"Intron (FBtr0304980/FBgn0262737, intron 2 of 9)",3,21884511,21887039,2529,2,"FBgn0264470","FBtr0332737",-3024,"14462911","lncRNA:CR43878","long non-coding RNA:CR43878"
"3997","chr3L",21890914,21891187,274,"*","suvar1_peak_5533",40,".",2.00902,5.64548,4.08406,199,"3L",21890910,21891306,"suvar2_peak_5740",90,".",2.50689,10.9158,9.03206,192,274,"Intron (FBtr0304980/FBgn0262737, intron 2 of 9)",3,21884511,21887039,2529,2,"FBgn0264470","FBtr0332737",-3875,"14462911","lncRNA:CR43878","long non-coding RNA:CR43878"
"3998","chr3L",21899280,21900142,863,"*","suvar1_peak_5534",128,".",2.89839,14.8329,12.866,363,"3L",21899277,21899871,"suvar2_peak_5743",97,".",2.58171,11.6922,9.77443,348,592,"Intron (FBtr0304980/FBgn0262737, intron 2 of 9)",3,21904173,21904862,690,2,"FBgn0267621","FBtr0347072",4720,"26067286","lncRNA:CR45959","long non-coding RNA:CR45959"
"3999","chr3L",21915876,21916392,517,"*","suvar1_peak_5535",116,".",2.70096,13.5793,11.6572,251,"3L",21915888,21916595,"suvar2_peak_5746",202,".",3.34419,22.526,20.2775,302,504,"Intron (FBtr0304980/FBgn0262737, intron 8 of 9)",3,21904173,21904862,690,2,"FBgn0267621","FBtr0347072",-11014,"26067286","lncRNA:CR45959","long non-coding RNA:CR45959"
"4000","chr3L",21930222,21930733,512,"*","suvar1_peak_5536",506,".",4.82396,53.4218,50.6457,209,"3L",21930288,21930614,"suvar2_peak_5747",305,".",3.3759,32.9806,30.518,170,326,"3' UTR",3,21934704,21938636,3933,1,"FBgn0037140","FBtr0078471",-3971,"40437","SLC22A","SLC22A family member"
"4001","chr3L",21942058,21942717,660,"*","suvar1_peak_5537",209,".",3.24201,23.1344,20.9202,202,"3L",21942056,21942566,"suvar2_peak_5748",62,".",2.1123,8.01413,6.27103,160,509,"Promoter",3,21942221,21949452,7232,1,"FBgn0037142","FBtr0078472",0,"40439","CG14562","uncharacterized protein"
"4002","chr3L",22065709,22065988,280,"*","suvar1_peak_5541",132,".",2.6731,15.1841,13.206,135,"3L",22065741,22066153,"suvar2_peak_5749",82,".",2.53772,10.124,8.27421,191,247,"Promoter",3,22065907,22066967,1061,1,"FBgn0037149","FBtr0078480",0,"40447","CG14561","uncharacterized protein"
"4003","chr3L",22071463,22072386,924,"*","suvar1_peak_5542",249,".",3.11,27.2271,24.9115,361,"3L",22071448,22072225,"suvar2_peak_5750",200,".",3.05031,22.3233,20.0799,289,763,"Promoter",3,22067270,22071848,4579,2,"FBgn0027532","FBtr0078486",0,"40448","CG7139","uncharacterized protein"
"4004","chr3L",22073207,22074625,1419,"*","suvar1_peak_5543",173,".",3.04209,19.4838,17.3707,1213,"3L",22073631,22074621,"suvar2_peak_5752",99,".",2.39076,11.874,9.94998,697,990,"Promoter",3,22073068,22074523,1456,2,"FBgn0037150","FBtr0078485",0,"40449","CG7133","uncharacterized protein"
"4005","chr3L",22075599,22076360,762,"*","suvar1_peak_5544",132,".",2.49479,15.1791,13.2013,519,"3L",22075875,22076456,"suvar2_peak_5754",67,".",2.05784,8.53275,6.76049,117,485,"Promoter",3,22075867,22077487,1621,1,"FBgn0000100","FBtr0334113",0,"40451","RpLP0","Ribosomal protein LP0"
"4006","chr3L",22078154,22078591,438,"*","suvar1_peak_5545",684,".",6.40754,71.4189,68.4155,233,"3L",22078119,22078762,"suvar2_peak_5755",1040,".",8.34568,107.475,104.078,279,438,"Distal Intergenic",3,22080322,22080554,233,1,"FBgn0259973","FBtr0300318",-1731,"8674014","Sfp79B","Seminal fluid protein 79"
